idlojista,lojista,cluster,mundo,qtd_pedidos_colocados,qtd_itens_colocados,qtd_itens_aprovados,qtd_pedidos_aprovados,valorcolocado,valoraprovado,status_lojista,taxa_aprovacao
16796,PRANCHARIA,A,Cauda Longa,1,1,1,1,543.8000,543.8000,ativo,1.00000000
17941,WN Bijouterias,AAA,Cauda Longa,17,18,1,1,3498.0900,136.1300,inativo,0.03891552
19615,FM MOTOS,A,Cauda Longa,72,73,39,38,10649.0000,5331.8000,ativo,0.50068551
20000,Loja Cozimax,A,Cauda Longa,5,6,4,3,3576.2000,3344.5500,ativo,0.93522454
20364,RED GROUP,A,Cauda Longa,1,1,1,1,243.5000,243.5000,ativo,1.00000000
21852,Designer Vidros,A,Móveis,19,19,8,8,28833.0000,15056.0000,ativo,0.52217945
22129,Casa Forte Distribuidora,Setup,Cauda Longa,76,84,53,48,10237.7100,6790.2300,ativo,0.66325672
22132,kasadecorada,A,Móveis,2,2,2,2,1255.6900,1255.6900,inativo,1.00000000
23792,Laifo Moto Peças,A,Cauda Longa,25,25,12,12,13874.1100,7955.6100,ativo,0.57341408
25762,BY SAMIA AROMATERAPIA,A,Cauda Longa,4,5,2,2,363.7200,140.9700,ativo,0.38757836
25957,PRIMELUM,A,Cauda Longa,1,1,1,1,246.4000,246.4000,ativo,1.00000000
31651,Ezun,A,Cauda Longa,48,50,43,41,15367.4500,13562.9100,ativo,0.88257388
32559,Casa Scarpa,A,Cauda Longa,79,84,45,42,13502.8300,7258.5900,ativo,0.53756064
33202,CASAIRRIGA,A,Cauda Longa,1,2,0,0,60.0000,0.0000,ativo,0E-8
33253,Selacon,A,Cauda Longa,15,17,12,10,1969.6500,1053.0100,inativo,0.53461783
34648,ENCANTO SHOES,Setup,Cauda Longa,8,8,4,4,1120.3300,491.7700,ativo,0.43895102
35879,VENTISOL,A,Setup,72,79,58,52,20330.9600,14992.3100,ativo,0.73741279
10062,Mega Colchões,AA,Móveis,82,90,60,55,89551.1600,58298.4600,ativo,0.65100731
14247,Pneu Net,A,Cauda Longa,12,23,22,11,8587.1700,8220.9800,ativo,0.95735615
16223,Ideal Online,A,Cauda Longa,4,5,5,4,376.2000,376.2000,ativo,1.00000000
16287,Solare,AAA,Cauda Longa,226,241,174,167,67412.7000,44445.5300,ativo,0.65930500
16496,Cantinho da Boneca,A,Cauda Longa,1,1,0,0,55.1800,0.0000,ativo,0E-8
16674,Noni Kids,A,Cauda Longa,2,2,1,1,333.7600,80.7600,ativo,0.24197028
17106,Mundo Encantado Brinquedos,A,Cauda Longa,29,30,20,19,6465.0800,3592.7000,ativo,0.55570851
19734,eBena,A,Cauda Longa,9,11,7,6,443.9600,307.8400,ativo,0.69339580
21479,CASA ANELLI DESIGN,Setup,Cauda Longa,6,6,5,5,4055.8000,3349.0000,ativo,0.82573105
22049,LojaSabara,A,Cauda Longa,4,4,4,4,332.8200,332.8200,ativo,1.00000000
24921,Mercadodobrazil,A,Tecnologia,8,8,7,7,859.2400,819.9100,ativo,0.95422699
26461,NATOIG SHOP,A,Cauda Longa,19,20,11,11,2591.0000,1435.2000,ativo,0.55391741
31299,Linha Conforto,AAA,Cauda Longa,21,24,11,11,2897.6200,1462.6200,ativo,0.50476598
32754,LA ROUPA,A,Cauda Longa,1,1,1,1,138.4000,138.4000,ativo,1.00000000
33322,Papelaria A Escolar,A,Cauda Longa,3,3,2,2,133.9000,50.6500,ativo,0.37826736
33596,Bebe Pipoca,A,Cauda Longa,2,2,1,1,163.7800,49.1800,ativo,0.30028086
35237,i9BEAUTYCARE,A,Setup,2,2,2,2,110.3900,110.3900,ativo,1.00000000
35808,Sarah Moveis,A,Setup,6,17,12,5,11625.0000,9787.0000,ativo,0.84189247
35974,ArapongasClick,Setup,Setup,46,48,34,34,17729.4500,12888.2100,ativo,0.72693795
36595,EnaCasa,Setup,Setup,727,746,404,392,582776.2200,314203.2100,ativo,0.53914899
37126,REGINA BIJOUX,Setup,Cauda Longa,2,2,1,1,137.1100,72.0200,ativo,0.52527168
37370,AO PHARMACEUTICO BAIXADA,Setup,Cauda Longa,6,16,14,4,451.7800,310.7600,ativo,0.68785692
37736,IMAGENS BRASIL,Setup,Cauda Longa,1,1,1,1,195.1000,195.1000,ativo,1.00000000
38968,JR PRODUTOS DE BELEZA,Setup,Cauda Longa,14,19,9,9,4581.9700,3035.7400,ativo,0.66254035
